user_id,target_movie_id,ctr_score
6039,44,0.026350398
6039,110,0.026161771
6039,165,0.025829459
6039,118,0.025460007
6039,88,0.025361031
6039,136,0.023745278
6039,38,0.023708828
6039,261,0.023008913
6039,248,0.022781251
6039,46,0.022490706
6039,203,0.021673663
6039,190,0.021157306
6039,116,0.020749623
6039,19,0.019563302
6039,279,0.018183745
6039,23,0.017980063
6039,90,0.01764124
6039,191,0.017390618
6039,169,0.017364841
6039,199,0.016426252
6039,12,0.015709355
6039,5,0.015452341
6039,222,0.015443782
6039,131,0.015431998
6039,31,0.015150796
6039,250,0.0151139395
6039,167,0.014068138
6039,73,0.013745513
6039,172,0.013626564
6039,93,0.013490418
6039,153,0.013329561
6039,181,0.013054297
6039,234,0.012413633
6039,48,0.0112193
6039,269,0.010682433
6039,115,0.010463348
6039,27,0.010237262
6039,78,0.009292047
6039,55,0.008977543
6039,8,0.008955086
6039,180,0.008486246
6039,9,0.0076590446
6039,195,0.007495817
6039,148,0.007343615
6039,15,0.007231847
6039,228,0.007077142
6039,244,0.0067463634
6039,60,0.0053772307
6039,270,0.0053269044
6039,252,0.004689392
6039,221,0.0046810405
6039,64,0.0044809505
6039,20,0.004241557
6039,91,0.00406444
6039,168,0.004026664
6039,268,0.0039806794
6039,237,0.0036906607
6039,128,0.0036043616
6039,215,0.0034252554
6039,122,0.0033695397
6039,53,0.002855081
6039,141,0.0028287503
6039,74,0.0027152332
6039,188,0.0026142173
6039,155,0.0024052372
6039,63,0.0023626373
6039,100,0.0023281479
6039,186,0.0019297427
6039,238,0.0016447329
6039,249,0.0016260713
6039,70,0.0011402989
6039,283,0.0011013657
6039,86,0.0010686376
6039,207,0.0009059319
6039,176,0.0005997676
6039,174,0.0005434223
6039,65,0.0005065425
6039,164,0.00032892966
