user_id,item_id,rating,timestamp
7,1294,4,1000143112
7,776,5,1000143449
7,1141,3,1000144162
7,1108,5,1000144954
7,615,4,1000145806
7,1434,5,1000146156
7,1172,4,1000146920
7,966,5,1000147130
7,50,5,1000147688
7,332,5,1000148527
7,249,5,1000149105
7,840,5,1000149482
7,485,3,1000150337
7,1837,4,1000150462
7,1012,4,1000150628
7,1630,5,1000150801
7,1780,5,1000151372
7,881,5,1000151433
7,1467,3,1000151850
7,517,3,1000152341
7,1418,4,1000152876
7,913,5,1000153137
7,25,4,1000153682
7,1918,3,1000154518
7,1754,3,1000154877
7,663,5,1000155758
7,1999,4,1000156731
7,730,4,1000157178
7,1065,5,1000157437
7,1730,3,1000157811
7,695,4,1000158168
7,1054,4,1000159163
8,837,4,1000159424
8,1245,5,1000159936
8,1813,4,1000160450
8,423,3,1000161119
8,1525,4,1000161657
8,907,5,1000162051
8,874,3,1000162959
8,12,5,1000163714
8,1937,4,1000164598
8,146,4,1000164808
8,523,3,1000164831
8,1211,4,1000165800
8,1287,5,1000166121
8,250,5,1000166802
8,866,5,1000167160
8,930,4,1000167505
8,617,5,1000167527
8,654,4,1000167759
8,619,5,1000168516
8,386,5,1000169050
8,101,5,1000169662
8,581,3,1000169712
8,1959,3,1000169798
8,670,5,1000169945
8,411,5,1000170877
8,774,4,1000171816
8,1217,3,1000171933
8,1536,4,1000172120
8,750,5,1000172489
8,1256,4,1000173285
8,1001,5,1000173430
8,1656,3,1000174071
8,1108,5,1000174758
8,639,4,1000175157
8,1381,5,1000175800
8,1606,4,1000175915
8,963,4,1000176794
8,1969,3,1000177595
8,1735,5,1000178047
8,1537,4,1000178819
8,1254,4,1000178946
9,431,3,1000179504
9,1513,3,1000179816
9,1906,5,1000180651
9,837,5,1000181434
9,183,5,1000181931
9,151,4,1000182229
9,1731,4,1000182300
9,1056,3,1000183122
9,1881,5,1000183185
9,834,4,1000183265
9,600,4,1000183672
9,1596,4,1000184023
9,1633,3,1000184653
9,423,3,1000185598
9,1577,4,1000185830
9,196,3,1000186619
9,509,4,1000187098
9,252,4,1000187133
9,49,4,1000187333
9,310,5,1000187348
9,1922,5,1000188235
9,1108,4,1000189090
9,971,5,1000189739
9,757,5,1000190059
9,1361,4,1000190994
9,273,4,1000191531
9,553,4,1000192277
9,1277,3,1000192792
9,961,4,1000192813
9,1506,4,1000193772
9,1780,5,1000194293
9,1630,5,1000194505
9,353,4,1000195232
10,1473,4,1000195328
10,837,4,1000195596
10,388,5,1000196014
10,415,5,1000196298
10,609,5,1000196836
10,1108,5,1000197686
10,551,4,1000197800
10,1958,3,1000197973
10,472,5,1000198545
10,1670,3,1000199119
10,1356,4,1000200071
10,1020,5,1000200081
10,423,4,1000200262
10,42,5,1000200601
10,345,4,1000200779
10,705,4,1000201594
10,1618,4,1000202055
10,1486,4,1000202096
10,1300,4,1000202576
10,1015,4,1000202942
10,435,5,1000203850
10,175,5,1000203874
10,1315,4,1000204424
10,1285,4,1000204482
10,743,3,1000205272
10,899,3,1000205741
10,950,5,1000205902
10,497,5,1000206348
11,837,3,1000207347
11,860,3,1000207562
11,144,5,1000207921
11,1108,3,1000208457
11,586,3,1000209359
11,1847,4,1000210175
11,1475,5,1000210542
11,318,5,1000211113
11,1014,4,1000211274
11,1083,3,1000212237
11,1563,5,1000212615
11,922,4,1000213355
11,131,4,1000213973
11,305,5,1000214596
11,486,5,1000215501
11,781,5,1000215720
11,1241,4,1000216336
11,1203,4,1000216857
11,495,4,1000217561
11,423,5,1000217597
11,403,4,1000218595
11,255,5,1000219013
11,1817,5,1000219587
11,1421,3,1000220276
11,1767,4,1000221054
11,1904,5,1000221837
11,1119,5,1000222733
11,166,4,1000222833
11,320,4,1000223501
11,16,4,1000224375
11,1746,5,1000225184
11,1466,5,1000225367
11,624,4,1000226093
11,464,3,1000226417
11,1467,3,1000227159
11,1790,3,1000228145
11,675,5,1000228562
11,1713,3,1000229099
11,1753,5,1000230000
11,1781,5,1000230496
11,616,5,1000231005
11,331,3,1000231630
11,935,3,1000232207
11,620,5,1000232905
11,103,4,1000233402
11,1391,3,1000233889
11,1773,5,1000234262
11,1946,5,1000234316
11,1375,5,1000234643
11,1906,3,1000234727
12,1304,4,1000234981
12,695,4,1000235778
12,837,3,1000236634
12,128,4,1000237007
12,648,3,1000237273
12,1108,4,1000238056
12,1188,4,1000238711
12,1116,5,1000239331
12,423,4,1000239572
12,1957,4,1000240125
12,1759,3,1000240863
12,497,4,1000240899
12,1869,4,1000241340
12,1628,5,1000241930
12,1888,5,1000242746
12,1994,4,1000243443
12,890,4,1000244026
12,1467,5,1000244032
12,94,5,1000244320
12,1397,5,1000245116
12,895,5,1000245383
12,109,5,1000246305
12,697,3,1000246730
12,1379,4,1000247260
12,163,4,1000247288
12,1110,5,1000248127
12,275,4,1000248479
12,1042,4,1000249157
12,1080,3,1000249438
12,1260,4,1000250275
12,868,5,1000251002
12,1020,3,1000251943
12,327,3,1000252634
12,958,5,1000253423
12,703,5,1000253512
12,1302,4,1000254391
12,877,5,1000254819
12,1546,5,1000255482
12,414,5,1000255684
12,513,4,1000255886
12,82,4,1000256181
12,1058,5,1000256437
12,1642,5,1000256816
12,1520,4,1000257733
12,886,4,1000258579
12,357,4,1000258942
12,1730,3,1000259655
12,96,4,1000260458
13,837,4,1000260871
13,635,4,1000261326
13,1311,5,1000261356
13,759,4,1000261443
13,977,4,1000261503
13,1199,5,1000261866
13,1762,5,1000262086
13,166,5,1000262165
13,423,3,1000262700
13,1041,4,1000263397
13,910,5,1000263547
13,1872,3,1000264012
13,858,5,1000264596
13,1943,4,1000265458
13,673,4,1000265763
13,1236,5,1000266559
13,453,5,1000267504
13,588,4,1000267858
13,1843,5,1000268046
13,975,4,1000268065
13,412,5,1000268574
13,997,4,1000268728
13,1102,5,1000268869
13,1108,5,1000269789
13,1542,5,1000270689
13,329,5,1000271229
13,706,4,1000271280
13,1051,4,1000271852
13,1464,5,1000272503
13,1021,5,1000273445
13,537,3,1000274021
13,1618,4,1000274306
13,430,3,1000274491
13,486,4,1000274708
13,1696,4,1000275401
13,1522,3,1000276184
13,1322,4,1000276254
13,74,4,1000276306
13,295,4,1000276612
13,1056,4,1000276656
13,1528,3,1000276871
13,971,5,1000277600
13,30,4,1000277963
13,415,4,1000278470
13,1258,5,1000279067
13,1467,4,1000279079
13,68,5,1000279493
13,103,4,1000280461
13,214,5,1000281116
13,1136,5,1000281151
13,283,5,1000281210
13,1409,4,1000281586
13,1582,3,1000281946
13,1927,3,1000282266
13,1899,4,1000283207
14,837,4,1000283489
14,1360,5,1000284303
14,361,5,1000285299
14,135,4,1000285858
14,447,5,1000286258
14,59,5,1000286284
14,1108,5,1000286696
14,1551,5,1000287241
14,1308,5,1000287390
14,1752,5,1000287978
14,1559,4,1000288065
14,1544,3,1000288742
14,1632,5,1000289328
14,1831,5,1000289569
14,644,4,1000289866
14,1717,3,1000290197
14,1719,5,1000290777
14,1377,4,1000291041
14,1826,4,1000291480
14,177,4,1000291725
14,1608,5,1000292621
14,106,4,1000293350
14,572,4,1000293367
14,286,4,1000293958
14,851,3,1000294759
15,348,5,1000295079
15,1347,5,1000295519
15,492,3,1000295564
15,837,4,1000296397
15,1360,5,1000296926
15,1649,3,1000297713
15,664,5,1000297912
15,1067,5,1000297949
15,1880,3,1000298674
15,981,5,1000299436
15,1108,4,1000299696
15,1578,4,1000300058
15,1017,4,1000300660
15,1666,5,1000301567
15,1056,3,1000302513
15,1469,4,1000303252
15,779,4,1000304189
15,1703,5,1000304427
15,452,4,1000304824
15,423,5,1000305768
15,1898,3,1000306347
15,767,4,1000307285
15,1911,4,1000308229
15,41,4,1000309007
15,817,4,1000309705
15,1925,5,1000310633
15,1951,5,1000311283
15,415,4,1000311472
15,1200,4,1000312296
15,174,3,1000312599
15,1140,5,1000313153
15,251,4,1000313468
15,1549,4,1000313792
15,1830,4,1000314136
15,355,4,1000314420
15,947,4,1000315060
15,220,4,1000315643
15,691,3,1000315782
15,136,4,1000316608
15,510,4,1000316828
16,1488,3,1000317349
16,823,3,1000317868
16,837,5,1000318263
16,981,5,1000318871
16,1061,4,1000319704
16,1938,4,1000320240
16,738,5,1000321007
16,1897,4,1000321017
16,1066,3,1000321584
16,407,5,1000322334
16,1595,5,1000323161
16,1160,5,1000323742
16,256,3,1000324706
16,1707,4,1000325367
16,1306,4,1000326098
16,965,5,1000326485
16,1444,5,1000326642
16,423,4,1000327537
16,1703,4,1000327804
16,1618,5,1000328659
16,822,4,1000329406
16,746,4,1000329927
16,197,4,1000330400
16,1954,3,1000330510
16,1867,3,1000331014
16,1929,5,1000331159
16,251,4,1000331560
16,1660,5,1000332294
16,1196,5,1000332544
16,1072,3,1000332654
16,1582,5,1000333113
16,731,5,1000333906
16,1518,4,1000334321
16,808,4,1000335258
16,1833,5,1000335261
16,604,4,1000335409
16,387,4,1000335802
16,1405,3,1000336562
16,415,5,1000337314
16,1924,4,1000337733
16,1340,5,1000338400
16,562,4,1000339226
16,528,3,1000340120
16,1840,4,1000340290
16,1266,4,1000340598
16,1772,5,1000340958
16,316,4,1000341876
16,1842,3,1000342643
16,1108,4,1000343072
16,1373,5,1000344003
16,947,5,1000344067
16,232,5,1000344824
16,1942,4,1000345038
16,1998,4,1000345692
16,936,3,1000346493
16,1914,3,1000346582
16,422,4,1000347222
16,269,5,1000347394
16,944,5,1000347607
17,837,4,1000347977
17,1250,5,1000348141
17,423,5,1000348828
17,100,3,1000349760
17,234,5,1000350060
17,1618,5,1000350772
17,1550,4,1000351723
17,1108,4,1000352409
17,618,3,1000353045
17,1600,5,1000353340
17,468,5,1000353995
17,486,4,1000354938
17,1612,4,1000354996
17,1923,5,1000355090
17,1055,5,1000355617
17,660,4,1000356273
17,943,5,1000356582
17,1311,4,1000357133
17,931,4,1000357698
17,1041,3,1000358662
17,241,5,1000358872
17,583,4,1000358898
17,330,5,1000359753
17,742,4,1000360516
17,1948,5,1000360915
17,1056,3,1000361713
17,789,4,1000362429
17,1400,4,1000363193
17,793,5,1000363660
17,818,3,1000364073
17,1464,5,1000364201
17,134,3,1000364635
17,989,5,1000364963
17,1004,3,1000365755
17,1541,5,1000366722
17,1972,3,1000366875
17,1630,5,1000367377
17,937,5,1000367456
17,321,4,1000367999
18,1439,3,1000368655
18,837,5,1000369567
18,1266,5,1000369764
18,79,3,1000370398
18,800,5,1000370629
18,1235,4,1000371372
18,1301,3,1000371485
18,71,4,1000372057
18,552,5,1000372065
18,1375,4,1000372910
18,1176,5,1000373252
18,1421,5,1000374158
18,1764,5,1000374709
18,318,4,1000375045
18,1252,5,1000375653
18,1050,5,1000376224
18,682,3,1000376934
18,1710,5,1000377284
18,1579,4,1000377961
18,516,4,1000378871
18,1663,4,1000379745
18,33,4,1000380699
18,1182,4,1000381566
18,520,5,1000382026
18,922,4,1000382394
18,1771,5,1000383222
18,1678,4,1000383916
18,521,5,1000384636
18,1108,4,1000385579
18,1056,4,1000386020
18,1929,3,1000386970
18,753,4,1000387605
18,1861,3,1000387865
18,422,4,1000388320
18,309,4,1000388904
18,1180,5,1000389205
18,679,4,1000389207
18,1938,4,1000389689
18,833,4,1000389830
18,379,4,1000390792
18,1622,3,1000391429
18,1604,4,1000391814
18,1373,3,1000392685
18,1467,5,1000393003
18,423,4,1000393776
18,1237,4,1000394435
19,1931,4,1000394862
19,938,4,1000395278
19,837,4,1000395738
19,817,5,1000396341
19,1108,3,1000397289
19,491,4,1000397505
19,458,3,1000397849
19,872,4,1000398507
19,275,4,1000398998
19,423,4,1000399317
19,846,5,1000399590
19,986,3,1000399933
19,597,5,1000400856
19,1743,5,1000401278
19,694,4,1000401735
19,973,3,1000401979
19,174,4,1000402868
19,1614,3,1000403474
19,1471,3,1000404459
19,25,5,1000404931
19,854,5,1000405660
19,1034,5,1000406475
19,589,3,1000407251
19,909,5,1000407632
19,1141,5,1000408240
19,41,3,1000408689
19,677,5,1000408935
19,1970,3,1000409706
19,116,5,1000409963
19,756,4,1000410746
19,889,3,1000411252
19,1436,5,1000411924
20,597,5,1000411960
20,423,5,1000412739
20,837,4,1000413595
20,823,4,1000414115
20,469,5,1000414837
20,282,3,1000415044
20,264,4,1000415873
20,1108,3,1000416076
20,479,4,1000416346
20,1292,4,1000416564
20,27,3,1000416757
20,210,5,1000417571
20,738,4,1000417841
20,349,5,1000418584
20,289,5,1000419006
20,1332,3,1000419106
20,1167,3,1000419671
20,1736,5,1000419940
20,1985,5,1000420908
20,443,3,1000420990
20,966,4,1000421666
20,1176,5,1000421819
20,1574,4,1000422617
20,722,3,1000422914
20,1270,5,1000423510
20,879,5,1000423644
20,1618,4,1000423896
20,1428,5,1000424131
20,28,4,1000424747
20,1442,5,1000425609
20,512,5,1000426428
20,1508,5,1000426604
20,1317,4,1000426935
20,1049,4,1000427312
21,593,4,1000427905
21,837,5,1000428672
21,423,4,1000429469
21,708,3,1000429661
21,1188,4,1000429811
21,107,3,1000430201
21,1198,5,1000430748
21,1618,4,1000430761
21,1477,4,1000431717
21,1344,4,1000432278
21,1970,5,1000432492
21,1846,3,1000432893
21,1780,4,1000433489
21,1451,4,1000433887
21,1207,4,1000433978
21,1168,4,1000434475
21,1536,5,1000435123
21,1108,5,1000435408
21,1467,3,1000435425
21,1796,5,1000436236
21,597,5,1000436540
21,1783,4,1000437143
21,271,5,1000437315
21,398,4,1000437593
21,341,3,1000438530
21,1293,3,1000438676
21,1415,3,1000439176
21,350,5,1000439442
21,1362,3,1000440040
21,357,5,1000440334
21,272,5,1000441117
21,282,4,1000441335
21,1190,3,1000441580
21,1504,4,1000442147
21,1189,4,1000442386
21,1568,3,1000443257
22,1765,5,1000443432
22,833,3,1000444202
22,837,4,1000444852
22,1226,4,1000445265
22,819,5,1000445509
22,762,4,1000445991
22,1474,3,1000446548
22,1108,4,1000447487
22,43,5,1000447992
22,1815,5,1000448761
22,423,4,1000449295
22,1813,3,1000450259
22,1220,4,1000451086
22,1810,3,1000451847
22,737,5,1000451926
22,66,4,1000452647
22,897,4,1000453364
22,1852,4,1000454220
22,306,5,1000454789
22,222,5,1000455287
22,108,4,1000455884
22,1539,3,1000456789
22,1565,4,1000457765
22,1429,3,1000457925
22,89,3,1000458807
22,1467,4,1000459594
22,911,5,1000459960
22,345,4,1000460082
22,587,5,1000460918
22,1016,5,1000461708
22,666,4,1000462350
22,1939,3,1000462388
22,979,3,1000462877
22,798,3,1000463670
23,837,4,1000464375
23,954,3,1000465250
23,1524,3,1000465611
23,1846,4,1000465827
23,1369,4,1000465967
23,879,3,1000465983
23,1039,4,1000466291
23,1247,5,1000466381
23,1952,4,1000466790
23,1579,4,1000467263
23,1099,5,1000467353
23,1108,5,1000467868
23,1329,5,1000468654
23,83,5,1000469176
23,350,3,1000469812
23,1754,5,1000470252
23,776,5,1000471087
23,1683,5,1000471579
23,900,3,1000472057
23,504,4,1000472427
23,1708,4,1000473030
24,849,5,1000473744
24,915,5,1000474066
24,1108,4,1000475006
24,423,4,1000475735
24,1293,4,1000476048
24,961,5,1000476859
24,126,4,1000476871
24,837,4,1000477236
24,607,5,1000477301
24,109,3,1000477735
24,382,4,1000477877
24,1312,5,1000478445
24,657,5,1000479046
24,457,5,1000479655
24,1215,5,1000480638
24,956,5,1000480987
24,777,4,1000481681
24,1140,4,1000481938
24,1927,3,1000482148
24,599,5,1000482797
24,1067,4,1000482827
24,987,3,1000483247
25,455,3,1000483658
25,837,3,1000483974
25,1767,5,1000484770
25,746,5,1000485514
25,951,3,1000485530
25,244,5,1000486314
25,1108,4,1000487196
25,779,5,1000487524
25,423,5,1000487904
25,1922,5,1000487954
25,1671,5,1000487969
25,752,4,1000488744
25,1498,5,1000489673
25,961,4,1000489739
25,508,3,1000490506
25,538,4,1000491415
25,960,5,1000491758
25,114,5,1000492119
25,507,4,1000492777
25,1618,4,1000493738
25,1992,4,1000494299
25,1221,4,1000494328
25,175,4,1000494517
25,1941,4,1000495111
25,1140,5,1000495509
25,1950,4,1000496133
25,1119,5,1000496144
25,1364,5,1000496487
25,1005,4,1000496808
25,588,4,1000497633
25,1135,4,1000497836
25,553,4,1000498736
25,1067,3,1000499140
25,368,5,1000500124
25,1229,3,1000500343
25,537,5,1000501193
25,594,5,1000501409
25,1111,5,1000501879
25,390,3,1000502182
25,1927,5,1000503054
25,950,4,1000503980
25,714,4,1000504901
25,68,5,1000504920
25,1682,3,1000504965
25,1312,5,1000505369
25,858,5,1000505683
25,1494,4,1000505912
25,1909,3,1000506903
25,783,3,1000507098
25,339,5,1000507586
26,1477,3,1000507656
26,923,4,1000508061
26,380,4,1000508419
26,469,5,1000508838
26,837,4,1000508876
26,423,5,1000509354
26,1736,4,1000509690
26,409,3,1000510507
26,1128,5,1000510860
26,802,4,1000511489
26,50,5,1000511615
26,1436,5,1000511826
26,1704,5,1000512172
26,741,5,1000512737
26,512,5,1000513692
26,1761,5,1000514360
26,1568,4,1000514789
26,1108,5,1000515314
26,415,4,1000515617
26,1079,3,1000516227
26,252,4,1000516613
26,234,4,1000517315
26,198,4,1000518016
26,1320,5,1000518372
26,236,4,1000518868
26,25,4,1000519728
26,1372,4,1000520171
26,660,5,1000520908
26,1334,3,1000520974
26,913,4,1000521030
26,49,4,1000521435
26,1605,5,1000521639
26,1026,4,1000522186
26,733,5,1000522324
26,1508,4,1000522690
26,1467,4,1000523524
26,677,4,1000524285
26,1973,5,1000524871
26,1357,4,1000525063
26,1225,5,1000525619
26,153,3,1000525893
26,583,4,1000526411
26,901,5,1000526590
26,1286,4,1000527538
26,1048,4,1000528025
26,1574,4,1000528736
26,547,4,1000529416
26,1644,4,1000529943
26,1589,4,1000530147
26,1592,5,1000531089
26,1811,4,1000531554
26,182,3,1000532221
26,1965,3,1000532813
26,1166,4,1000533018
26,468,5,1000533400
26,1993,3,1000534373
26,350,3,1000534484
26,710,5,1000534758
27,770,4,1000534959
27,837,4,1000535515
27,415,5,1000535686
27,93,5,1000536208
27,372,3,1000536421
27,1890,4,1000536562
27,1108,4,1000537383
27,1026,4,1000538036
27,1868,3,1000538709
27,1999,4,1000539519
27,1101,5,1000540182
27,1805,4,1000540303
27,1600,3,1000540566
27,1780,4,1000541284
27,1517,5,1000541887
27,484,3,1000542032
27,335,5,1000542641
27,423,3,1000542715
27,1914,5,1000543675
27,710,5,1000543900
27,916,4,1000544240
27,698,4,1000545094
27,589,3,1000545985
27,1029,5,1000546758
27,312,5,1000547215
27,1227,4,1000547313
27,528,4,1000548258
27,1721,3,1000548751
27,1639,5,1000549562
27,145,4,1000549908
27,380,3,1000550089
27,156,5,1000550618
27,1601,3,1000551599
27,562,5,1000551991
27,1078,4,1000552433
27,1310,5,1000552940
27,1931,5,1000553141
27,1012,5,1000553508
27,1829,4,1000554387
27,758,3,1000555020
27,1673,3,1000555172
27,491,3,1000555610
27,1460,5,1000555751
27,184,3,1000556346
27,1988,5,1000557086
27,1928,5,1000557818
27,945,5,1000558566
27,1056,4,1000559350
27,1230,5,1000559365
27,576,5,1000559726
27,1402,5,1000560707
27,1442,4,1000561496
27,296,4,1000562223
27,243,3,1000562545
27,1295,5,1000563544
27,210,4,1000564115
27,298,5,1000564907
27,44,3,1000565203
28,837,3,1000566082
28,596,5,1000566580
28,1466,4,1000567427
28,1244,4,1000568415
28,467,5,1000568723
28,902,4,1000569329
28,1467,4,1000569604
28,1326,5,1000569855
28,241,4,1000570558
28,1696,5,1000570857
28,1108,3,1000571249
28,1385,4,1000571426
28,351,3,1000572069
28,1840,4,1000572094
28,1993,4,1000572370
28,1673,4,1000573029
28,1519,4,1000573155
28,1851,5,1000573731
28,1682,5,1000573770
28,423,5,1000574562
28,996,3,1000574977
28,120,5,1000575815
28,1802,4,1000576730
28,18,3,1000577621
28,1488,4,1000578518
28,405,5,1000579122
28,441,3,1000579176
28,553,4,1000579701
28,269,3,1000580208
28,864,5,1000581090
28,354,4,1000582020
28,450,4,1000582312
28,167,5,1000583285
28,259,5,1000583535
28,1951,4,1000583936
28,524,5,1000584021
28,588,4,1000584104
28,291,5,1000584825
28,1542,3,1000585013
28,1830,5,1000585121
28,1587,5,1000585939
28,1229,3,1000586632
28,1618,5,1000587388
28,834,4,1000587905
28,1690,4,1000588023
28,1600,4,1000588540
28,7,4,1000589138
28,981,5,1000589514
28,506,3,1000590133
28,209,3,1000590370
28,1660,3,1000591218
29,276,3,1000591263
29,837,4,1000592258
29,220,4,1000592897
29,936,4,1000593880
29,1108,4,1000594714
29,767,4,1000594728
29,1467,5,1000594765
29,944,3,1000595372
29,272,3,1000595733
29,1113,5,1000596265
29,1858,4,1000596360
29,571,4,1000596710
29,98,3,1000597229
29,31,3,1000597813
29,1531,5,1000598314
29,1333,4,1000599022
29,1624,3,1000599080
29,219,3,1000599390
29,1618,5,1000600176
29,947,5,1000600989
29,1538,5,1000601033
29,423,4,1000601291
29,1363,4,1000601541
29,1657,5,1000601692
29,11,3,1000602520
29,415,4,1000602800
29,884,3,1000603154
29,1660,4,1000604110
29,1937,4,1000604756
29,1139,5,1000605356
29,463,5,1000606222
30,52,3,1000606991
30,1605,3,1000607495
30,837,4,1000607573
30,1353,3,1000607947
30,1225,5,1000608139
30,922,3,1000608672
30,1695,4,1000609550
30,719,4,1000610534
30,613,5,1000611463
30,989,5,1000611574
30,970,3,1000611639
30,1108,4,1000611745
30,1479,5,1000612433
